division_number,date_reported,date_occurred,area,area_name,reporting_district,part,crime_code,crime_description,modus_operandi,victim_age,victim_sex,victim_descent,premise_code,premise_description,weapon_code,weapon_description,status,status_description,crime_code_1,crime_code_2,crime_code_3,crime_code_4,location,cross_street,latitude,longitude,case_number
231518450,02-12-2023,02-12-2023 09:45,15,N Hollywood,1511,2,354,THEFT OF IDENTITY,1402 0929 0930 1822,0,M,W,602,BANK,,,IC,Invest Cont,354,998,,,12100    VICTORY                      BL,,34.2037,-118.421,102
231820203,01-12-2023,01-12-2023 12:00,18,Southeast,1849,2,624,BATTERY - SIMPLE ASSAULT,0913 0448 0444 1202 2021,79,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2300    SANTA ANA                    BL,,33.9347,-118.2319,103
230916957,01-12-2023,15-11-2023 14:00,9,Van Nuys,985,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1501,0,M,W,402,MARKET,,,IC,Invest Cont,440,,,,14300    VENTURA                      BL,,34.1502,-118.4443,104
230618573,03-12-2023,02-12-2023 20:16,6,Hollywood,632,1,310,BURGLARY,1822 0329 0344,0,,,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,8200    HOLLYWOOD                    BL,,34.1,-118.3677,105
230125340,01-12-2023,01-12-2023 20:55,1,Central,162,1,330,BURGLARY FROM VEHICLE,1300 0344 0329 1307,48,M,H,744,HIGH-RISE BUILDING,,,IC,Invest Cont,330,,,,800 S  OLIVE                        ST,,34.0452,-118.2569,106
230125504,03-12-2023,01-12-2023 11:15,1,Central,162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,53,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,700 S  HOPE                         ST,,34.048,-118.2577,107
230817646,03-12-2023,03-12-2023 14:30,8,West LA,817,2,624,BATTERY - SIMPLE ASSAULT,0416 0400,29,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,10800    WEYBURN                      AV,,34.0623,-118.4434,108
232018684,02-12-2023,02-12-2023 12:15,20,Olympic,2024,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0354,23,M,W,717,HEALTH SPA/GYM,,,IC,Invest Cont,440,,,,3600    WILSHIRE                     BL,,34.0636,-118.3047,109
231421094,01-12-2023,30-11-2023 18:00,14,Pacific,1432,1,310,BURGLARY,344,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,310,,,,1400    ABBOT KINNEY                 BL,,33.9934,-118.46,110
230125548,04-12-2023,04-12-2023 04:45,1,Central,111,2,624,BATTERY - SIMPLE ASSAULT,0913 2002 0416,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 N  BROADWAY,,34.058,-118.241,111
230222031,03-12-2023,02-12-2023 15:00,2,Rampart,212,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,3700    OAKWOOD                      AV,,34.0777,-118.288,112
232018713,03-12-2023,02-12-2023 18:00,20,Olympic,2011,1,330,BURGLARY FROM VEHICLE,1822 1609 1307 0344 0352,36,F,F,101,STREET,,,IC,Invest Cont,330,,,,COUNCIL                      ST,N  GRAMERCY                     PL,34.0746,-118.3125,113
230916956,01-12-2023,26-11-2023 15:53,9,Van Nuys,904,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,38,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,BURNET                       AV,RUNNYMEDE                    ST,34.2057,-118.464,114
230516428,01-12-2023,01-12-2023 14:00,5,Harbor,531,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1814 0913 1218 0421 2000 0416,58,F,B,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,930,,,,1700    PACIFIC COAST                HY,,33.7866,-118.3044,115
230415011,04-12-2023,04-10-2023 18:15,4,Hollenbeck,459,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311,0,,,710,OTHER PREMISE,,,IC,Invest Cont,745,,,,500 N  INDIANA                      ST,,34.0434,-118.1925,116
230916994,02-12-2023,25-11-2023 06:34,9,Van Nuys,952,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394,35,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,14900    MAGNOLIA                     BL,,34.1684,-118.4586,117
230717871,02-12-2023,02-12-2023 17:00,7,Wilshire,742,2,624,BATTERY - SIMPLE ASSAULT,0444 0913,41,M,W,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6400    HAYES                        DR,,34.0607,-118.3689,118
230516496,04-12-2023,04-12-2023 15:00,5,Harbor,529,2,624,BATTERY - SIMPLE ASSAULT,0416 1309,0,,,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900    SCHLEY                       AV,,33.7832,-118.2326,119
230717929,04-12-2023,04-12-2023 03:05,7,Wilshire,782,2,624,BATTERY - SIMPLE ASSAULT,2004 0400,21,M,W,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6000    CADILLAC                     AV,,34.0374,-118.3742,120
231718579,01-12-2023,01-12-2023 07:30,17,Devonshire,1725,2,662,"BUNCO, GRAND THEFT",0701 1202,68,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,19500    BLACKHAWK                    ST,,34.2578,-118.559,121
231016777,04-12-2023,01-12-2023 16:00,10,West Valley,1029,2,901,VIOLATION OF RESTRAINING ORDER,1501,0,,,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,7100    WOODLEY                      AV,,34.1994,-118.4837,122
231321441,01-12-2023,01-12-2023 12:55,13,Newton,1333,1,210,ROBBERY,0945 1822 1309 0325 2024,0,M,W,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,3200 S  CENTRAL                      AV,,34.0174,-118.2621,123
231518334,01-12-2023,30-11-2023 19:30,15,N Hollywood,1557,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10800    MAGNOLIA                     BL,,34.1649,-118.3659,124
231718576,01-12-2023,01-12-2023 22:00,17,Devonshire,1722,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,41,F,W,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,341,,,,21600    DEVONSHIRE                   ST,,34.2607,-118.6025,125
230618545,01-12-2023,01-12-2023 13:30,6,Hollywood,663,2,624,BATTERY - SIMPLE ASSAULT,447,26,M,H,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,1000 N  HIGHLAND                     AV,,34.0889,-118.3386,126
231820202,01-12-2023,01-12-2023 15:20,18,Southeast,1834,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0342 1259 2024,13,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,111TH                        ST,AVALON                       BL,33.9398,-118.2611,127
231224225,03-12-2023,03-12-2023 23:05,12,77th Street,1267,1,110,CRIMINAL HOMICIDE,1100 0430 1822,32,M,B,301,GAS STATION,102,HAND GUN,IC,Invest Cont,110,998,,,8500 S  HOOVER                       ST,,33.9611,-118.2871,128
231614669,04-12-2023,01-12-2023 19:30,16,Foothill,1612,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0552 0416,7,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,,,,13000    WEIDNER                      ST,,34.2777,-118.4163,129
231016693,02-12-2023,25-11-2023 09:30,10,West Valley,1035,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0385 1602 1202,62,F,W,101,STREET,,,IC,Invest Cont,331,,,,6400    LINDLEY                      AV,,34.1866,-118.5273,130
231224078,01-12-2023,29-11-2023 20:00,12,77th Street,1269,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,900 E  84TH                         ST,,33.9629,-118.2586,131
231224152,02-12-2023,02-12-2023 01:45,12,77th Street,1265,2,624,BATTERY - SIMPLE ASSAULT,0329 0446,64,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,740,,,1500 W  85TH                         ST,,33.9609,-118.3025,132
231016675,03-12-2023,01-12-2023 19:00,10,West Valley,1025,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,17800    SHERMAN                      WY,,34.2009,-118.5208,133
231820296,03-12-2023,02-12-2023 21:00,18,Southeast,1821,1,330,BURGLARY FROM VEHICLE,0344 1822,42,M,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,800 W  102ND                        ST,,33.9438,-118.2894,134
230516426,01-12-2023,30-11-2023 22:20,5,Harbor,587,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0361 0913 0603 0429 2033 0416,55,F,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,,,,2600 S  PACIFIC                      AV,,33.7136,-118.2904,135
230414980,03-12-2023,29-11-2023 13:45,4,Hollenbeck,471,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,60,M,B,102,SIDEWALK,,,IC,Invest Cont,420,,,,JESSE                        ST,S  RIO                          ST,34.0368,-118.2242,136
231421210,02-12-2023,24-11-2023 23:40,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,31,F,H,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440,,,,500    WORLD                        WY,,33.9427,-118.4049,137
230618587,01-12-2023,13-11-2023 20:00,6,Hollywood,679,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0913 1822 0329,0,,,103,ALLEY,,,IC,Invest Cont,740,,,,1000 N  ARDMORE                      AV,,34.0885,-118.3019,138
231016774,04-12-2023,02-12-2023 19:30,10,West Valley,1034,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,0,,,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,18400    VICTORY                      BL,,34.1866,-118.5343,139
231518440,02-12-2023,10-10-2023 08:00,15,N Hollywood,1548,2,662,"BUNCO, GRAND THEFT",800,43,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,11100    WEDDINGTON                   ST,,34.167,-118.3725,140
231224177,03-12-2023,02-12-2023 18:50,12,77th Street,1242,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6200    4TH                          AV,,33.9837,-118.3216,141
230500922,02-12-2023,02-12-2023 17:30,5,Harbor,541,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1402,37,F,H,108,PARKING LOT,,,IC,Invest Cont,740,998,,,1300 N  WESTERN                      AV,,33.7533,-118.3089,142
231820317,04-12-2023,03-12-2023 23:30,18,Southeast,1834,1,330,BURGLARY FROM VEHICLE,1822 1609 0344 1302 0358 0329,33,M,B,101,STREET,,,IC,Invest Cont,330,,,,1100 E  107TH                        ST,,33.9393,-118.2566,143
230125567,04-12-2023,04-12-2023 14:50,1,Central,155,1,210,ROBBERY,2004 1218 1402 1822 0334 0355 0445,0,,,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,200 E  6TH                          ST,,34.0448,-118.2474,144
232018721,04-12-2023,02-12-2023 12:00,20,Olympic,2053,1,330,BURGLARY FROM VEHICLE,1822 1307 1609 0344,34,M,B,102,SIDEWALK,,,IC,Invest Cont,330,,,,WESTERN,SAN MARINO                   ST,34.0535,-118.3091,145
231421167,02-12-2023,04-09-2023 07:00,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,19,F,W,108,PARKING LOT,,,IC,Invest Cont,341,,,,00    WORLD WAY,,33.9455,-118.4006,146
230618555,03-12-2023,03-12-2023 20:20,6,Hollywood,632,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416,30,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1600 N  CRESCENT HEIGHTS             BL,,34.1006,-118.3675,147
232018662,02-12-2023,02-12-2023 16:30,20,Olympic,2088,1,648,ARSON,0355 0913 0329 0601 1402,31,M,W,104,DRIVEWAY,,,IC,Invest Cont,648,998,,,WESTMORELAND,WASHINGTON,34.04,-118.2896,148
231614644,03-12-2023,03-12-2023 02:48,16,Foothill,1656,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,7800    FOOTHILL                     BL,,34.2591,-118.3027,149
231518381,01-12-2023,30-11-2023 16:45,15,N Hollywood,1549,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,24,M,H,202,LIQUOR STORE,,,IC,Invest Cont,442,,,,11200    BURBANK                      BL,,34.1722,-118.375,150
231701410,02-12-2023,02-12-2023 10:15,17,Devonshire,1762,1,210,ROBBERY,1402 0325 0444 1822 2004 0945,0,X,X,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,9600    MASON                        AV,,34.2445,-118.5798,151
230125487,03-12-2023,03-12-2023 12:20,1,Central,148,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1310,33,M,H,101,STREET,,,IC,Invest Cont,420,,,,5TH,TOWNE,34.043,-118.242,152
230717899,02-12-2023,02-12-2023 23:25,7,Wilshire,725,2,888,TRESPASSING,1822,38,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,100 S  GARDNER                      ST,,34.0736,-118.3532,153
232117203,02-12-2023,02-12-2023 15:45,21,Topanga,2129,2,624,BATTERY - SIMPLE ASSAULT,0416 0400,28,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,19800    INGOMAR                      ST,,34.2123,-118.565,154
230817556,01-12-2023,30-11-2023 15:30,8,West LA,898,1,210,ROBBERY,0344 1822 0400 0444 0336 0371,17,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,8900    CATTARAUGUS                  AV,,34.0343,-118.3873,155
230618557,01-12-2023,01-12-2023 15:30,6,Hollywood,676,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 0325 0334 1822 0450 1402 1407,42,F,H,402,MARKET,102,HAND GUN,IC,Invest Cont,230,998,,,700    VINE                         ST,,34.0835,-118.3266,156
232018582,01-12-2023,14-07-2023 13:00,20,Olympic,2024,2,354,THEFT OF IDENTITY,,0,X,X,116,OTHER/OUTSIDE,,,IC,Invest Cont,354,,,,3700    WILSHIRE                     BL,,34.0636,-118.3047,157
230415027,04-12-2023,06-10-2023 22:00,4,Hollenbeck,411,1,330,BURGLARY FROM VEHICLE,1300 1302 0329 0344,0,,,504,OTHER RESIDENCE,,,IC,Invest Cont,330,,,,2000    BARRANCA                     ST,,34.0765,-118.222,158
230601159,02-12-2023,02-12-2023 12:05,6,Hollywood,625,1,121,"RAPE, FORCIBLE",2004 0500 0522 1402,34,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,GLENCOE,HILLCREST,34.1061,-118.3395,159
230618551,03-12-2023,03-12-2023 03:20,6,Hollywood,666,2,624,BATTERY - SIMPLE ASSAULT,1300 0400 0416 1822 0913,35,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6200 W  SUNSET                       BL,,34.098,-118.3237,160
231421197,01-12-2023,27-11-2023 07:45,14,Pacific,1494,1,330,BURGLARY FROM VEHICLE,1822 0358 0344,59,M,W,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,300    WORLD                        WY,,33.9455,-118.4001,161
230222030,03-12-2023,02-12-2023 22:00,2,Rampart,236,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2000 W  3RD                          ST,,34.0657,-118.268,162
230717895,02-12-2023,30-11-2023 08:10,7,Wilshire,762,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1307,45,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1600    STEARNS                      DR,,34.0483,-118.3722,163
231016642,01-12-2023,01-12-2023 00:01,10,West Valley,1017,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7300    WISH                         AV,,34.2035,-118.5068,164
231614577,01-12-2023,06-10-2023 10:00,16,Foothill,1623,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,10700    SUTTER                       AV,,34.2644,-118.4189,165
230320691,02-12-2023,30-11-2023 17:50,3,Southwest,392,1,350,"THEFT, PERSON",344,42,F,H,101,STREET,,,IC,Invest Cont,350,,,,W  VERNON                       AV,8TH                          AV,34.0037,-118.3258,166
230125553,04-12-2023,04-12-2023 10:10,1,Central,156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0416 2034,0,,,102,SIDEWALK,312,PIPE/METAL PIPE,IC,Invest Cont,230,,,,6TH,SAN PEDRO,34.0423,-118.2453,167
231820241,03-12-2023,02-12-2023 01:00,18,Southeast,1861,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,120TH                        ST,FIGUEROA                     ST,33.9237,-118.2826,168
230717880,02-12-2023,01-12-2023 23:30,7,Wilshire,735,1,330,BURGLARY FROM VEHICLE,1307 1609 0358 0344 1822,36,M,W,101,STREET,,,IC,Invest Cont,330,,,,5600    WILSHIRE                     BL,,34.0633,-118.3473,169
231518386,01-12-2023,01-12-2023 13:45,15,N Hollywood,1503,2,624,BATTERY - SIMPLE ASSAULT,0416 0417,63,F,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6600    LAUREL CANYON                BL,,34.2003,-118.4002,170
230516448,02-12-2023,02-12-2023 13:20,5,Harbor,565,1,761,BRANDISH WEAPON,0334 0374 0906 0387 0216 1822 1310,29,M,H,108,PARKING LOT,203,DIRK/DAGGER,IC,Invest Cont,761,,,,900 S  GAFFEY                       ST,,33.7361,-118.2924,171
232117189,02-12-2023,28-11-2023 12:00,21,Topanga,2126,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,20900    ROSCOE                       BL,,34.2199,-118.5885,172
230222000,03-12-2023,03-12-2023 07:35,2,Rampart,218,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0342 0209,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,1600 W  SUNSET                       BL,,34.0768,-118.2574,173
230414961,02-12-2023,02-12-2023 15:45,4,Hollenbeck,412,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0444 0411,54,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2500    DALY                         ST,,34.0806,-118.2176,174
231116400,03-12-2023,29-11-2023 13:00,11,Northeast,1147,2,662,"BUNCO, GRAND THEFT",0100 0701 0344,52,M,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,662,,,,1900    SAN FERNANDO                 RD,,34.1003,-118.2355,175
230717975,04-12-2023,03-12-2023 06:00,7,Wilshire,765,2,354,THEFT OF IDENTITY,930,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1400 S  REDONDO                      BL,,34.048,-118.3493,176
230125436,02-12-2023,02-12-2023 02:40,1,Central,111,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0408 0416 2000 1814,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,800    CLEVELAND                    ST,,34.0635,-118.2416,177
231224155,02-12-2023,10-08-2023 12:00,12,77th Street,1232,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,94,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,5900    10TH                         AV,,33.9872,-118.3286,178
231224196,03-12-2023,03-12-2023 19:30,12,77th Street,1265,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 2002 0913 2001 0555 0400 0416,28,M,H,501,SINGLE FAMILY DWELLING,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,998,,,1500 W  85TH                         ST,,33.9609,-118.3025,179
230717885,01-12-2023,01-12-2023 20:00,7,Wilshire,743,1,330,BURGLARY FROM VEHICLE,1307 1609 0358 1822 0344,33,F,C,101,STREET,,,IC,Invest Cont,330,,,,700 S  OGDEN                        DR,,34.0627,-118.3593,180
231016692,02-12-2023,30-11-2023 08:00,10,West Valley,1008,1,310,BURGLARY,0344 1602 1822 0352 0321,51,F,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,7600    BALBOA                       BL,,34.2084,-118.5012,181
230222003,02-12-2023,01-12-2023 21:25,2,Rampart,248,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,25,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1200 W  6TH                          ST,,34.0579,-118.2649,182
231614573,01-12-2023,26-09-2023 14:50,16,Foothill,1693,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,63,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,7900    SHADYGLADE                   AV,,34.2141,-118.402,183
231224269,04-12-2023,03-12-2023 13:10,12,77th Street,1283,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 1309 1814,0,,,102,SIDEWALK,,,IC,Invest Cont,901,,,,1800 W  94TH                         ST,,33.9511,-118.309,184
231321530,03-12-2023,03-12-2023 06:29,13,Newton,1324,2,354,THEFT OF IDENTITY,935,21,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 E  23RD                         ST,,34.0194,-118.2512,185
230618586,01-12-2023,01-12-2023 12:00,6,Hollywood,666,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1300 0329 1609,0,,,101,STREET,312,PIPE/METAL PIPE,IC,Invest Cont,740,,,,CAHUENGA,DE LONGPRE,34.0962,-118.3295,186
230817611,02-12-2023,02-12-2023 16:15,8,West LA,881,2,888,TRESPASSING,1501,53,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,1900    GRANVILLE                    AV,,34.0374,-118.4535,187
230717824,01-12-2023,30-11-2023 17:00,7,Wilshire,775,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420,,,,1700 S  LONGWOOD                     AV,,34.0446,-118.3436,188
232117190,02-12-2023,02-12-2023 15:00,21,Topanga,2177,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,21600    BURBANK                      BL,,34.1733,-118.6002,189
231016654,02-12-2023,01-12-2023 19:00,10,West Valley,1011,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,19200    SHERMAN                      WY,,34.2012,-118.5445,190
231321527,03-12-2023,03-12-2023 02:00,13,Newton,1331,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1822,28,F,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,3300 S  MAIN                         ST,,34.0194,-118.2722,191
230414929,02-12-2023,27-11-2023 19:00,4,Hollenbeck,439,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1900 N  MARIANNA                     AV,,34.0635,-118.1791,192
232117225,02-12-2023,01-12-2023 13:01,21,Topanga,2156,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,57,F,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,21900    VANOWEN                      ST,,34.1938,-118.6044,193
231820262,02-12-2023,02-12-2023 16:00,18,Southeast,1827,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0342,37,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,92ND                         ST,HOLMES,33.9533,-118.2408,194
